filename,timestamp,NChirps,NAttenuators,SubBurstsInBurst,RF\_Attenuator,AF\_Gain,fc,B,T,fs,Temperature\_1,Temperature\_2,BatteryVoltage
/Untouched/ApRES/HF/Testing/2021-12-28-hf-apres-test/2021-12-28\_234122.dat,2021-12-28 23:41:23,1,1,1,30,30,30000076.1636,20000152.2899,1,40000,5.4609,2.4688,12.097
/Untouched/ApRES/HF/Testing/2021-12-28-hf-apres-test/2021-12-28\_234222.dat,2021-12-28 23:42:22,1,1,1,30,30,30000076.1636,20000152.2899,1,40000,3.6953,3.25,12.1011
/Untouched/ApRES/HF/Testing/2021-12-28-hf-apres-test/hf-apres-test-2021-12-28.dat,2021-12-28 21:29:22,4,4,1,30 20 10  0,30 20 10  0,30000076.1636,20000152.2899,1,40000,-2.578,-0.078,12.1333
/Untouched/ApRES/HF/Testing/2021-12-27-hf-apres-test/2021-12-27\_214306.dat,2021-12-27 21:43:11,80,4,20,30 20 10  0,30 20 10  0,30000076.1636,20000152.2899,1,40000,-2.383,0.50781,12.1937
/Untouched/ApRES/HF/Testing/2021-12-10-room-mono-test/20211210\_Test\_Config\_MonoParameter/DIR2021-12-10-1120/DATA2021-12-10-1120.DAT,2021-12-10 11:20:35,40,1,10,25,25,300000761.4028,200001522.8987,1,40000,15.1016,16.8047,3.4362
/Untouched/ApRES/HF/Testing/2021-12-10-room-mono-test/20211210\_Test\_Config\_MonoParameter/DIR2021-12-10-1115/DATA2021-12-10-1115.DAT,2021-12-10 11:16:04,40,1,10,25,25,300000761.4028,200001522.8987,1,40000,14.7109,15.8281,3.4402
/Untouched/ApRES/HF/Testing/2021-12-10-room-mono-test/20211210\_Test\_Config\_MonoParameter/DIR2021-12-10-1111/DATA2021-12-10-1111.DAT,2021-12-10 11:11:58,40,1,10,25,25,300000761.4028,200001522.8987,1,40000,14.3203,16.8047,3.4482
/Untouched/ApRES/HF/Testing/2021-12-10-room-mono-test/20211210\_Test\_Config\_MonoParameter/DIR2021-12-10-1103/DATA2021-12-10-1103.DAT,2021-12-10 11:03:56,40,1,10,25,25,300000761.4028,200001522.8987,1,40000,10.7891,14.8437,3.4603
/Untouched/ApRES/HF/Testing/2021-12-10-room-mono-test/20211210\_Test\_Config\_MonoParameter/DIR2021-12-10-1103/DATA2021-12-10-1107.DAT,2021-12-10 11:07:49,40,1,10,25,25,300000761.4028,200001522.8987,1,40000,14.125,15.0469,3.4482
/Untouched/ApRES/HF/Testing/2021-12-10-room-mono-test/20211210\_Test\_Config\_MonoParameter/DIR2021-12-10-1059/DATA2021-12-10-1059.DAT,2021-12-10 10:59:27,40,1,10,25,25,300000761.4028,200001522.8987,1,40000,16.0859,13.2813,3.4603
/Untouched/ApRES/HF/Testing/2021-12-10-room-mono-test/20211210\_Test\_Config\_MonoParameter/DIR2021-12-10-1055/DATA2021-12-10-1055.DAT,2021-12-10 10:55:21,40,1,10,25,25,300000761.4028,200001522.8987,1,40000,7.8438,4.0625,3.4764
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/1\_SubZero\_\_182656.10\_T1HR1H.dat,2022-01-08 18:27:01,1000,1,1000,10,10,30000076.1636,20000152.2899,1,40000,0,11.8516,12.0165
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/2022-01-08\_173538.dat,2022-01-08 17:37:19,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.4609,12.0608
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/680\_SubZero\_\_180128.10\_T1HR1H.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/bursttest.dat,2022-01-08 18:19:46,5,1,5,10,10,30000076.1636,20000152.2899,1,40000,22.375,22.8984,11.9802
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/testburst2.dat,2022-01-08 18:22:17,5,1,5,10,10,30000076.1636,20000152.2899,1,40000,0,19.6797,12.0648
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/100\_SubZero\_\_131709.10\_T1HR1H.dat,2022-01-08 13:17:14,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.8516,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/101\_SubZero\_\_131728.40\_T1HR1H.dat,2022-01-08 13:17:33,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.4609,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/102\_SubZero\_\_131747.50\_T1HR1H.dat,2022-01-08 13:17:52,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.2891,12.2823
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/103\_SubZero\_\_131806.40\_T1HR1H.dat,2022-01-08 13:18:11,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.0703,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/104\_SubZero\_\_131825.50\_T1HR1H.dat,2022-01-08 13:18:30,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.2422,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/105\_SubZero\_\_131844.40\_T1HR1H.dat,2022-01-08 13:18:49,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.0234,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/106\_SubZero\_\_131903.40\_T1HR1H.dat,2022-01-08 13:19:08,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.6328,12.2864
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/107\_SubZero\_\_131922.50\_T1HR1H.dat,2022-01-08 13:19:27,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.6328,12.2823
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/108\_SubZero\_\_131941.40\_T1HR1H.dat,2022-01-08 13:19:46,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.4375,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/109\_SubZero\_\_132000.60\_T1HR1H.dat,2022-01-08 13:20:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.8281,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/10\_SubZero\_\_124718.80\_T1HR1H.dat,2022-01-08 12:47:23,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,20.8516,12.3065
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/110\_SubZero\_\_132020.10\_T1HR1H.dat,2022-01-08 13:20:25,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.4375,12.2823
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/111\_SubZero\_\_132039.50\_T1HR1H.dat,2022-01-08 13:20:44,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.4375,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/112\_SubZero\_\_132058.40\_T1HR1H.dat,2022-01-08 13:21:03,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.8047,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/113\_SubZero\_\_132117.40\_T1HR1H.dat,2022-01-08 13:21:22,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.8047,12.2823
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/114\_SubZero\_\_132136.10\_T1HR1H.dat,2022-01-08 13:21:41,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.2187,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/115\_SubZero\_\_132155\_T1HR1H.dat,2022-01-08 13:22:00,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.6797,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/116\_SubZero\_\_132213.70\_T1HR1H.dat,2022-01-08 13:22:18,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.0703,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/117\_SubZero\_\_132232.40\_T1HR1H.dat,2022-01-08 13:22:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.875,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/118\_SubZero\_\_132251.10\_T1HR1H.dat,2022-01-08 13:22:56,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.0937,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/119\_SubZero\_\_132310\_T1HR1H.dat,2022-01-08 13:23:15,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.0937,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/11\_SubZero\_\_124737.90\_T1HR1H.dat,2022-01-08 12:47:42,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,14.3984,12.3065
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/120\_SubZero\_\_132328.80\_T1HR1H.dat,2022-01-08 13:23:34,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.8984,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/121\_SubZero\_\_132347.70\_T1HR1H.dat,2022-01-08 13:23:52,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.2656,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/122\_SubZero\_\_132406.50\_T1HR1H.dat,2022-01-08 13:24:11,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.8984,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/123\_SubZero\_\_132425.20\_T1HR1H.dat,2022-01-08 13:24:30,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.3281,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/124\_SubZero\_\_132444\_T1HR1H.dat,2022-01-08 13:24:49,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.7031,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/125\_SubZero\_\_132502.80\_T1HR1H.dat,2022-01-08 13:25:08,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.0937,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/126\_SubZero\_\_132521.40\_T1HR1H.dat,2022-01-08 13:25:26,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.7187,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/127\_SubZero\_\_132540\_T1HR1H.dat,2022-01-08 13:25:45,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.0937,12.2662
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/128\_SubZero\_\_132558.70\_T1HR1H.dat,2022-01-08 13:26:04,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.4844,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/129\_SubZero\_\_132617.60\_T1HR1H.dat,2022-01-08 13:26:22,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.0937,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/12\_SubZero\_\_124756.70\_T1HR1H.dat,2022-01-08 12:48:01,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,22.8125,12.3065
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/130\_SubZero\_\_132636.30\_T1HR1H.dat,2022-01-08 13:26:41,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.875,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/131\_SubZero\_\_132655.10\_T1HR1H.dat,2022-01-08 13:27:00,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.4844,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/132\_SubZero\_\_132713.70\_T1HR1H.dat,2022-01-08 13:27:19,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.2656,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/133\_SubZero\_\_132732.30\_T1HR1H.dat,2022-01-08 13:27:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.0469,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/134\_SubZero\_\_132751.20\_T1HR1H.dat,2022-01-08 13:27:56,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.0469,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/135\_SubZero\_\_132810.20\_T1HR1H.dat,2022-01-08 13:28:15,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.4375,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/136\_SubZero\_\_132829.10\_T1HR1H.dat,2022-01-08 13:28:34,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.875,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/137\_SubZero\_\_132848.10\_T1HR1H.dat,2022-01-08 13:28:53,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.1953,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/138\_SubZero\_\_132907.30\_T1HR1H.dat,2022-01-08 13:29:12,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.4141,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/139\_SubZero\_\_132926.60\_T1HR1H.dat,2022-01-08 13:29:31,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.9844,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/13\_SubZero\_\_124815.80\_T1HR1H.dat,2022-01-08 12:48:20,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,23.0078,12.3065
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/140\_SubZero\_\_132945.60\_T1HR1H.dat,2022-01-08 13:29:50,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.2422,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/141\_SubZero\_\_133004.10\_T1HR1H.dat,2022-01-08 13:30:09,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.0234,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/142\_SubZero\_\_133023.10\_T1HR1H.dat,2022-01-08 13:30:28,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.6328,12.2783
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/143\_SubZero\_\_133041.70\_T1HR1H.dat,2022-01-08 13:30:47,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.6094,12.2662
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/144\_SubZero\_\_133100.40\_T1HR1H.dat,2022-01-08 13:31:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.375,12.2662
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/145\_SubZero\_\_133119.20\_T1HR1H.dat,2022-01-08 13:31:24,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.9609,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/146\_SubZero\_\_133138\_T1HR1H.dat,2022-01-08 13:31:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/147\_SubZero\_\_133200.40\_T1HR1H.dat,2022-01-08 13:32:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.2187,12.2823
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/148\_SubZero\_\_133219.50\_T1HR1H.dat,2022-01-08 13:32:24,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.4375,12.2703
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/149\_SubZero\_\_133238.40\_T1HR1H.dat,2022-01-08 13:32:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.8281,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/14\_SubZero\_\_124834.50\_T1HR1H.dat,2022-01-08 12:48:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,22.0234,12.3105
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/150\_SubZero\_\_133257.20\_T1HR1H.dat,2022-01-08 13:33:02,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.4375,12.2743
/Untouched/ApRES/HF/StartStop/2022-01-08-hf-apres-bulge-profile/profile\_stop\_go/151\_SubZero\_\_133316.20\_T1HR1H.dat,2022-01-08 13:33:21,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.4141,12.2703
